#,Database,database id,sub database,PBDB collection #,id,genus,specificEpithet,full,KM notes,preparations,institution Code,collection Code,catalog Number,catalog locality,lat,lng,coordinate uncertainty (meters),coordinatePrecision,continent,country,state/Province,county,locality,formation,Max age Ma,Min age Ma,average age Ma,Method,Citation for age,earliestAgeOrLowestStage,earliestEpochOrLowestSeries,latestAgeOrHighestStage,latestEpochOrHighestSeries,lowestBiostratigraphicZone,highestBiostratigraphicZone,citation
1,GBIF,3072678306,N/A,N/A,192fbc36-0625-4fac-8b17-bde243af64ff,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,fossil - 1,UF,UF,518898,N/A,27.17,-81.89,1200,N/A,NORTH_AMERICA,US,Florida,De Soto,JOSHUA CREEK,N/A,0.24,0.014,0.127,N/A,museum data,N/A,"Pleistocene, late",N/A,N/A,Rancholabrean,N/A,N/A
31,GBIF,2990937890,Arctos,N/A,http://arctos.database.museum/guid/NMMNH:Paleo:67154?seid=4688472,Glyptotherium,N/A,Glyptotherium,Added to PBDB,osteoderm,NMMNHS,Paleontology specimens,NMMNH:Paleo:67154,NMMNH:Paleo:L-11927,Redacted due to NMMNH Policy,N/A,N/A,N/A,NORTH_AMERICA,US,New Mexico,Doña Ana,"Hatch, about 8 miles SW of Hatch, just North of old (abandoned) Hatch Airport",N/A,2.8,2.6,2.7,biostratigraphy/magnetostratigraphy,"Morgan, G. S., & Harris, A. H. (2015). Pliocene and Pleistocene vertebrates of New Mexico. New Mexico Museum of Natural History and Science Bulletin, 68, 233–438.",N/A,Pliocene,N/A,N/A,N/A,N/A,"Morgan, G. S., & Harris, A. H. (2015). Pliocene and Pleistocene vertebrates of New Mexico. New Mexico Museum of Natural History and Science Bulletin, 68, 233–438."
177,GBIF,2417769365,N/A,N/A,a15e4eb1-eee2-4a49-84a6-7f6911eb93a2,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,fossil - 8,UF,UF,463343,N/A,27.6,-82.56,800,N/A,NORTH_AMERICA,US,Florida,Manatee,TERRA CEIA PRESERVE STATE PARK,N/A,0.24,0.014,0.127,N/A,museum data,N/A,Pleistocene,N/A,N/A,Rancholabrean,N/A,N/A
178,GBIF,2351038342,N/A,N/A,dadf3400-990c-4bed-b689-48637a5074f3,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,fossil - 1,UF,UF,461193,N/A,29.53,-81.68,5000,N/A,NORTH_AMERICA,US,Florida,Putnam,ST. JOHNS RIVER,N/A,0.24,0.014,0.127,N/A,museum data,N/A,"Pleistocene, late",N/A,N/A,Rancholabrean,N/A,N/A
183,GBIF,2294362648,N/A,N/A,2e31eb17-5515-4889-bf23-5edb7e55bbd6,Glyptotherium,floridanum,Glyptotherium floridanum,Orginally listed as rancholarean,fossil - 1,UF,UF,461107,UF locality PU005B,29.64,-81.6,250,N/A,NORTH_AMERICA,US,Florida,Putnam,Devil's Elbow 2,Nashua Formation,2.6,2.3,2.45,?,"Hulbert, R. C. (2010). A new early Pleistocene tapir (mammalia: Perissodactyla) from Florida, with a review of Blancan tapirs from the state. Bulletin of the Florida Museum of Natural History, 49(3), 67–126.",N/A,N/A,N/A,N/A,N/A,N/A,N/A
185,GBIF,2237028294,N/A,N/A,bed949f9-fda9-412b-b9be-1996cdf0bcd5,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,fossil - 1,UF,UF,450648,8PU1470,29.37,-81.62,35,N/A,NORTH_AMERICA,US,Florida,Putnam,LAKE GEORGE POINT,N/A,0.24,0.014,0.127,N/A,museum data,N/A,"Pleistocene, late",N/A,N/A,Rancholabrean,N/A,N/A
186,GBIF,1978498482,N/A,N/A,a6fd5511-7b4c-4fa0-96aa-29efe4f97237,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,fossil - 1,UF,UF,437222,N/A,27.58,-82.61,25,N/A,NORTH_AMERICA,US,Florida,Manatee,NO NAME ISLAND,N/A,0.24,0.014,0.127,N/A,museum data,N/A,"Pleistocene, late",N/A,N/A,Rancholabrean,N/A,N/A
187,GBIF,1945667058,N/A,N/A,f22340db-b08b-4cea-8279-717caf859008,Glyptotherium,texanum,Glyptotherium texanum,N/A,fossil - 1,UF,UF,435896,N/A,29.84,-82.7,425,N/A,NORTH_AMERICA,US,Florida,Columbia,Santa Fe River 1,N/A,2.6,2.3,2.45,biostratigraphy,https://www.floridamuseum.ufl.edu/florida-vertebrate-fossils/sites/santa-fe-river-1-blancan/,N/A,"Pleistocene, early",N/A,N/A,Blancan,N/A,N/A
243,GBIF,1895684816,N/A,N/A,urn:catalog:NO DISPONIBLE:NO DISPONIBLE:NO DISPONIBLE:f0e628ccf4a6927940977fd14ae10dc1,Glyptotherium,N/A,Glyptotherium sp.,N/A,N/A,Comisión nacional para el conocimiento y uso de la biodiversidad,NO DISPONIBLE,NO DISPONIBLE,N/A,18.919443,-98.134177,614,N/A,NORTH_AMERICA,MX,Puebla,N/A,area de localidades de Valsequillo,N/A,0.24,0.014,0.127,N/A,"Ferrusquía-Villafranca, I. et al. (2010) ‘Pleistocene mammals of Mexico: A critical review of regional chronofaunas, climate change response and biogeographic provinciality’, Quaternary International, 217(1–2), pp. 53–104. doi: 10.1016/j.quaint.2009.11.036.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,N/A
248,GBIF,1895684807,N/A,N/A,urn:catalog:NO DISPONIBLE:NO DISPONIBLE:NO DISPONIBLE:6a663d95cb26570c9e33bc1c926b5e83,Glyptotherium,N/A,Glyptotherium sp.,N/A,N/A,Comisión nacional para el conocimiento y uso de la biodiversidad,NO DISPONIBLE,NO DISPONIBLE,N/A,23.825,-100.725,70,N/A,NORTH_AMERICA,MX,San Luis Potosi,N/A,El Cedral. Rancho La Amapola,N/A,0.0333,0.00248,0.01789,radiometric,"Pérez-Crespo, V. A. et al. (2019) ‘Paleoambiente en cuatro sitios mexicanos del Pleistoceno tardío con actividad humana inferidos a partir de la fauna’, Boletin de la Sociedad Geologica Mexicana, 71(2), pp. 343–358. doi: 10.18268/BSGM2019v71n2a7.",N/A,N/A,N/A,N/A,N/A,N/A,N/A
267,GBIF,1895684764,N/A,N/A,urn:catalog:NO DISPONIBLE:NO DISPONIBLE:NO DISPONIBLE:403aae722ed37d21d74599ab613c8952,Glyptotherium,N/A,Glyptotherium sp.,Add to PBDB?,N/A,Comisión nacional para el conocimiento y uso de la biodiversidad,NO DISPONIBLE,NO DISPONIBLE,N/A,18.508333,-98.125,90,N/A,NORTH_AMERICA,MX,Puebla,N/A,Tepexi de Rodriguez (Axamilpa),N/A,0.24,0.014,0.127,radiometric,"Tovar, R. E. et al. (2014) ‘Paleosols, bones, phytoliths, and δ13C signatures of humus and teeth in the alluvial sequence of Axamilpa, puebla: Inferences for landscape evolution and megafauna paleoecology during MIS 3-2 in southern mexico’, Catena, 112, pp. 25–37. doi: 10.1016/j.catena.2013.03.015.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,N/A
292,GBIF,1895683166,N/A,N/A,urn:catalog:NO DISPONIBLE:NO DISPONIBLE:NO DISPONIBLE:576079421794ecefe7b488380dc92644,Glyptotherium,mexicanum,Glyptotherium mexicanum,N/A,N/A,Comisión nacional para el conocimiento y uso de la biodiversidad,NO DISPONIBLE,NO DISPONIBLE,N/A,18.741828,-97.260967,1050,N/A,NORTH_AMERICA,MX,Veracruz,N/A,Barranca Seca. Acultzingo. Acultzingo gorge,N/A,0.24,0.014,0.127,?,"McDonald, H. G. (2002) ‘Fossil Xenarthra of Mexico: A review’, Avances en los estudios paleomastozoológicos, pp. 227–248.",N/A,N/A,N/A,N/A,N/A,N/A,"Morgan, 2008. Vertebrate Fauna and Geochronology of the Great American Biotic Interchange in North America"
293,GBIF,1895683164,N/A,N/A,urn:catalog:NO DISPONIBLE:NO DISPONIBLE:NO DISPONIBLE:eda68055ed8dc4dbd34b0d08d4d886d9,Glyptotherium,mexicanum,Glyptotherium mexicanum,Add to PBDB?,N/A,Comisión nacional para el conocimiento y uso de la biodiversidad,N/A,N/A,N/A,19.796774,-99.0987,2869,N/A,NORTH_AMERICA,MX,Mexico,N/A,Zumpango de Ocampo,N/A,0.24,0.014,0.127,N/A,"McDonald, H. G. (2002) ‘Fossil Xenarthra of Mexico: A review’, Avances en los estudios paleomastozoológicos, pp. 227–248.",N/A,N/A,N/A,N/A,Rancholabrean,N/A,N/A
341,GBIF,1880451993,N/A,N/A,6BAD7072-B1DE-4CB3-8F15-83AAC2945FA8,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,fossil - 1,UF,UF/TRO,30341,N/A,27.72,-82.65,100,N/A,NORTH_AMERICA,US,Florida,Pinellas,LAKE CATALINA,N/A,0.24,0.014,0.127,N/A,museum data,N/A,"Pleistocene, late",N/A,N/A,Rancholabrean,N/A,N/A
347,GBIF,1699296553,PBDB,113409,pbdb:occ:964126,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,N/A, Autonomous University of the State of Hidalgo (UAHMP),N/A,N/A,HGO-47,20.128056,-98.933891,N/A,2.78E-04,NORTH_AMERICA,MX,Hidalgo,﻿San Agustín Tlaxiaca,El Barrio,N/A,0.24,0.014,0.127,N/A,"V. M. Bravo-Cuevas, E. Ortiz-Caballero, and M. A. Cabral-Perdomo. 2009. Gliptodontes (Xenarthra, Glyptodontidae) del Pleistoceno Tardío (Rancholabreano) de Hidalgo, Centro de México. Boletin de la Sociedad Geologica Mexicana 61(2):267-276",Rancholabrean,N/A,N/A,N/A,Rancholabrean,N/A,"V. M. Bravo-Cuevas, E. Ortiz-Caballero, and M. A. Cabral-Perdomo. 2009. Gliptodontes (Xenarthra, Glyptodontidae) del Pleistoceno Tardío (Rancholabreano) de Hidalgo, Centro de México. Boletin de la Sociedad Geologica Mexicana 61(2):267-276"
348,GBIF,1699296472,PBDB,113410,pbdb:occ:964127,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,N/A, Autonomous University of the State of Hidalgo (UAHMP),N/A,N/A,HGO-28,20.022223,-98.626945,N/A,2.78E-04,NORTH_AMERICA,MX,Hidalgo,﻿Pachuca-Tulancingo,﻿Barranca del Berrendo,N/A,0.24,0.014,0.127,N/A,"V. M. Bravo-Cuevas, E. Ortiz-Caballero, and M. A. Cabral-Perdomo. 2009. Gliptodontes (Xenarthra, Glyptodontidae) del Pleistoceno Tardío (Rancholabreano) de Hidalgo, Centro de México. Boletin de la Sociedad Geologica Mexicana 61(2):267-277",Rancholabrean,N/A,N/A,N/A,Rancholabrean,N/A,"V. M. Bravo-Cuevas, E. Ortiz-Caballero, and M. A. Cabral-Perdomo. 2009. Gliptodontes (Xenarthra, Glyptodontidae) del Pleistoceno Tardío (Rancholabreano) de Hidalgo, Centro de México. Boletin de la Sociedad Geologica Mexicana 61(2):267-276"
349,GBIF,1699296375,PBDB,113408,pbdb:occ:964122,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,N/A, Autonomous University of the State of Hidalgo (UAHMP),N/A,N/A,HGO-46,20.125278,-98.968613,N/A,2.78E-04,NORTH_AMERICA,MX,Hidalgo,﻿San Agustín Tlaxiaca,Las Cajas,N/A,0.24,0.014,0.127,N/A,"V. M. Bravo-Cuevas, E. Ortiz-Caballero, and M. A. Cabral-Perdomo. 2009. Gliptodontes (Xenarthra, Glyptodontidae) del Pleistoceno Tardío (Rancholabreano) de Hidalgo, Centro de México. Boletin de la Sociedad Geologica Mexicana 61(2):267-278",Rancholabrean,N/A,N/A,N/A,Rancholabrean,N/A,"V. M. Bravo-Cuevas, E. Ortiz-Caballero, and M. A. Cabral-Perdomo. 2009. Gliptodontes (Xenarthra, Glyptodontidae) del Pleistoceno Tardío (Rancholabreano) de Hidalgo, Centro de México. Boletin de la Sociedad Geologica Mexicana 61(2):267-276"
351,GBIF,1699081226,PBDB,154771,pbdb:occ:1196410,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,N/A,"AMNH, FLMNH",N/A,N/A,University of Florida Vertebrate Fossil Locality PI004,27.799999,-82.699997,N/A,0.1,NORTH_AMERICA,US,Florida,Pinellas,Seminole Field,N/A,0.025,0.011,0.018,museum data,https://www.floridamuseum.ufl.edu/florida-vertebrate-fossils/sites/seminole-field/,Late Pleistocene,N/A,N/A,N/A,Rancholabrean,Rancholabrean,"G. G. Simpson. 1929. Pleistocene mammalian fauna of the Seminole Field, Pinellas County, Florida. Bulletin of the American Museum of Natural History 56(8):561-599"
352,GBIF,1699081190,PBDB,74292,pbdb:occ:1196525,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,N/A,MCZ,N/A,N/A,University of Florida Vertebrate Fossil Locality BR002,28.1,-80.6,N/A,estimate by KM,NORTH_AMERICA,US,Florida,Brevard,Melbourne 2,N/A,0.025,0.011,0.018,museum data,https://www.floridamuseum.ufl.edu/florida-vertebrate-fossils/sites/melbourne/,Late Pleistocene,N/A,N/A,N/A,N/A,N/A,G. M. Allen. 1932. A Pleistocene bat from Florida. Journal of Mammalogy 13(3):256-259
353,GBIF,1699057812,PBDB,150272,pbdb:occ:1169455,Glyptotherium,arizonae,Glyptotherium arizonae,N/A,N/A,OMNH,N/A,﻿OMNH 72109,N/A,36.579445,-98.459442,N/A,2.78E-04,NORTH_AMERICA,US,Oklahoma,Alfalfa,Carmen,N/A,2.2,1.2,1.7,biostratigraphy,"N. J. Czaplewski. 2004. A glyptodont (Mammalia, Xenarthra) from northern Oklahoma. Oklahoma Geology Notes 64(1-4):4-10",Pliocene,N/A,Pleistocene,N/A,Blancan/Irvingtonian,N/A,"N. J. Czaplewski. 2004. A glyptodont (Mammalia, Xenarthra) from northern Oklahoma. Oklahoma Geology Notes 64(1-4):4-10"
355,GBIF,1698888211,PBDB,98313,pbdb:occ:888556,Glyptotherium,arizonae,Glyptotherium arizonae,N/A,N/A,UF locality AL125,N/A,N/A,N/A,29.799999,-82.099998,N/A,0.1,NORTH_AMERICA,US,Florida,Alachua,Haile 7G,N/A,2.2,1.9,2.05,N/A,"﻿Hulbert, R. C. (2010). A new early Pleistocene tapir (Mammalia: Perissodactyla) from Florida, with a review of Blancan tapirs from the state. Bulletin of the Florida Museum of Natural History, 49(3), 67–126. Retrieved from http://www.flmnh.ufl.edu/bulletin/vol49no3/vol49no3lores.pdf",Blancan,N/A,Irvingtonian,N/A,N/A,N/A,"R. C. Hulbert. 2010. A new early Pleistocene tapir (Mammalia: Perissodactyla) from Florida, with a review of Blancan tapirs from around the state. Bulletin of the Florida Museum of Natural History 49(3):67-126"
357,GBIF,1698695777,PBDB,74498,pbdb:occ:691629,Glyptotherium,N/A,Glyptotherium,N/A,N/A,"IGM, Museo de Paleontologia, Instituto de Geologia, Universidad Nacional Autonoma de Mexico",N/A,N/A,N/A,24.6,-99.216667,N/A,0.0166667,NORTH_AMERICA,MX,Tamaulipas,N/A,Ejido San Lázaro,N/A,0.24,0.014,0.127,biostratigraphy," V.-H. Reynoso and M. Montellano-Ballesteros. 2004. A new giant turtle of the genus Gopherus (Chelonia: Testudinidae) from the Pleistocene of Tamaulipas, México, and a review of the phylogeny and biogeography of gopher tortoises. Journal of Vertebrate Paleontology 24(4):822-837",Rancholabrean,N/A,N/A,N/A,Rancholabrean,N/A," V.-H. Reynoso and M. Montellano-Ballesteros. 2004. A new giant turtle of the genus Gopherus (Chelonia: Testudinidae) from the Pleistocene of Tamaulipas, México, and a review of the phylogeny and biogeography of gopher tortoises. Journal of Vertebrate Paleontology 24(4):822-837"
358,GBIF,1698695423,PBDB,74470,pbdb:occ:691152,Glyptotherium,N/A,Glyptotherium,N/A,N/A,Midwestern University Collection of Fossil Vertebrates,N/A,MU 8695,N/A,29.566668,-95.050003,N/A,0.0166667,NORTH_AMERICA,US,Texas,Harris,Taylor Bayou,N/A,0.05,0.035,0.0425,biostratigraphy,"T. C. Kaspar and W. L. McClure. 1976. The Taylor Bayou Local Fauna (Pleistocene) near Houston, Texas. Southwestern Naturalist 21(1):9-16",Late Pleistocene,N/A,N/A,N/A,N/A,N/A,"T. C. Kaspar and W. L. McClure. 1976. The Taylor Bayou Local Fauna (Pleistocene) near Houston, Texas. Southwestern Naturalist 21(1):9-16"
361,GBIF,1698665985,PBDB,71278,pbdb:occ:661604,Glyptotherium,floridanum,Glyptotherium floridanum,N/A,N/A,N/A,N/A,N/A,N/A,7.916667,-80.633331,N/A,0.0166667,NORTH_AMERICA,PA,Herrera,N/A,El Hatillo,N/A,0.1,0.01,0.055,biostratigraphy,"Lucas, S. G. (2014). Late Pleistocene mammals from El Hatillo, Panama. Revista Geológica de América Central, (50), 139–151. Retrieved from http://revistas.ucr.ac.cr/index.php/geologica/article/view/15120",Late Pleistocene,N/A,N/A,N/A,N/A,N/A,C. L. Gazin. 1956. Exploration for the Remains of Giant Ground Sloths in Panama. Annual Report of the Smithsonian Institution 341:341-354
362,GBIF,1698653633,PBDB,70118,pbdb:occ:648827,Glyptotherium,arizonae,Glyptotherium arizonae,N/A,N/A,"MUHNES, in San Salvador",N/A,N/A,N/A,13.783333,-89.166664,N/A,0.0166667,NORTH_AMERICA,SV,N/A,Apopa,Río Tomayate,N/A,1.8,1,1.4,biostratigraphy,"﻿Morgan, G. S. (2008). Vertebrate fauna and geochronology of the Great American Biotic Interchange in North America. In Neogene Mammals (pp. 93–140).",Early Pleistocene,N/A,Middle Pleistocene,N/A,N/A,N/A,J. C. Cisneros. 2005. New Pleistocene vertebrate fauna from El Salvador. Revista Brasileira de Paleontologia 8(3):239-255
363,GBIF,1698653607,PBDB,70117,pbdb:occ:648707,Glyptotherium,N/A,Glyptotherium ,Update PBDB coordinate,N/A,N/A,N/A,N/A,N/A,21.078167,-100.7735,N/A,"coordinate updated by me based on Carranza-Castañeda, O, 2006, Late Tertiary fossil localities in central Mexico, between 19°–23°N, in Carranza-Castañeda, Óscar, and Lindsay, E.H., eds., Advances in late Tertiary vertebrate paleontology in Mexico and the Great American Biotic Interchange: Universidad Nacional Autónoma de México, Instituto de Geología and Centro de Geociencias, Publicación Especial 4, p. 45–60.",NORTH_AMERICA,MX,Guanajuato,N/A,Arroyo El Belén/GTO-47,Rancho Viejo Beds,3.04,2.58,2.81,biostratigraphy/magnetostratigraphy,"Flynn et al., 2005. Geochronology of Hemphillian-Blancan Aged strata, Guanajuato, Mexico, and implications for timing of the Great American Biotic Interchange. Journal of Geology, 113:287-307.",Blancan,N/A,N/A,N/A,N/A,N/A,"J. J. Flynn, B. J. Kowallis, C. Nuñez, O. Carranza-Castañeda, W. E. Miller, C. C. Swisher, III, and E. Lindsay. 2005. Geochronology of Hemphillian-Blancan aged strata, Guanajuato, Mexico, and implications for the timing of the Great American Biotic Interchange. Journal of Geology 113:287-307"
365,GBIF,1698615631,PBDB,65405,pbdb:occ:610338,Glyptotherium,floridanum,Glyptotherium floridanum,This is the same as PBDB occurrence 1487044,N/A,Charleston Museum,"ChM.PV2415, cranial fragment; ChM.GPV2090, ChM.PV2417-2418, carapacial scutes.",N/A,N/A,32.559166,-80.292503,N/A,2.78E-04,NORTH_AMERICA,US,South Carolina,Charleston,Edisto Island,Silver Bluff,0.24,0.014,0.127,biostratigraphy,"Sanders, A. E. (2002). Additions to the Pleistocene mammal faunas of South Carolina, North Carolina, and Georgia. American Philosophical Society.",Pleistocene,N/A,N/A,N/A,Rancholabrean,N/A,"J. A. Roth and J. Laerm. 1980. A late Pleistocene vertebrate assemblage from Edisto Island, South Carolina. Brimleyana 3:1-29"
366,GBIF,1698211915,PBDB,20078,pbdb:occ:277250,Glyptotherium,N/A,Glyptotherium,N/A,N/A,N/A,N/A,N/A,N/A,20.200001,-104.099998,N/A,0.1,NORTH_AMERICA,MX,Guanajuato,N/A,Arrastracaballos/GTO-6,Rancho Viejo Beds,N/A,N/A,3.6,radiometric,"Carranza-Castañeda, O. and Miller, W. E. (1996) ‘Hemphillian and blancan felids from central Mexico’, Journal of Paleontology, 70(3), pp. 509–518. doi: 10.1017/S0022336000038439.",Blancan,N/A,Irvingtonian,N/A,N/A,N/A,W. E. Miller and O. Carranza-Castaneda. 1998. Late Tertiary Canids from Central Mexico. Journal of Paleontology 72(3):546-556
371,GBIF,1698127515,PBDB,20412,pbdb:occ:198096,Glyptotherium,arizonae,Glyptotherium arizonae ,N/A,N/A,N/A,N/A,N/A,N/A,34.5,-101.300003,N/A,0.1,NORTH_AMERICA,US,Texas,Briscoe,Rock Creek,Tule,1.3,1.2,1.25,magnetostratigraphy,"Schultz, G. E. (1986). STOP 18 : Biostratigraphy and volcanic ash deposits of the Tule Formation , Briscoe County , Texas. In T. C. Gustavson (Ed.), Guidebook 22 Geomorphology and Quaternary stratigraphy of the rolling plains, Texas Panhandle (pp. 82–84). U Tex Austin Bureau of Economic Geology.",Irvingtonian,N/A,N/A,N/A,N/A,N/A,"Schultz, G. E. (1986). STOP 18 : Biostratigraphy and volcanic ash deposits of the Tule Formation , Briscoe County , Texas. In T. C. Gustavson (Ed.), Guidebook 22 Geomorphology and Quaternary stratigraphy of the rolling plains, Texas Panhandle (pp. 82–84). U Tex Austin Bureau of Economic Geology."
